Date,Price
2020-03-07 02-PM,244.86
2020-03-07 01-PM,243.22
2020-03-07 12-PM,243.3
2020-03-07 11-AM,243.66
2020-03-07 10-AM,243.69
2020-03-07 09-AM,245.1
2020-03-07 08-AM,244.18
2020-03-07 07-AM,243.06
2020-03-07 06-AM,242.12
2020-03-07 05-AM,242.93
2020-03-07 04-AM,243.02
2020-03-07 03-AM,243.85
2020-03-07 02-AM,244.49
2020-03-07 01-AM,242.9
2020-03-07 12-AM,244.2
2020-03-06 11-PM,244.88
2020-03-06 10-PM,240
2020-03-06 09-PM,240.46
2020-03-06 08-PM,238.89
2020-03-06 07-PM,237.74
2020-03-06 06-PM,237.81
2020-03-06 05-PM,238.44
2020-03-06 04-PM,236.64
2020-03-06 03-PM,234.66
2020-03-06 02-PM,237.14
2020-03-06 01-PM,236.44
2020-03-06 12-PM,238.86
2020-03-06 11-AM,240.05
2020-03-06 10-AM,237.96
2020-03-06 09-AM,236.2
2020-03-06 08-AM,236.38
2020-03-06 07-AM,235.52
2020-03-06 06-AM,234.96
2020-03-06 05-AM,233.18
2020-03-06 04-AM,229.09
2020-03-06 03-AM,229.16
2020-03-06 02-AM,229.5
2020-03-06 01-AM,228.74
2020-03-06 12-AM,227.83
2020-03-05 11-PM,228.38
2020-03-05 10-PM,228.84
2020-03-05 09-PM,230.82
2020-03-05 08-PM,231.15
2020-03-05 07-PM,232.71
2020-03-05 06-PM,231.87
2020-03-05 05-PM,232.17
2020-03-05 04-PM,232.28
2020-03-05 03-PM,231.38
2020-03-05 02-PM,229.07
2020-03-05 01-PM,231.87
2020-03-05 12-PM,231.61
2020-03-05 11-AM,232.25
2020-03-05 10-AM,232.03
2020-03-05 09-AM,231.41
2020-03-05 08-AM,228.64
2020-03-05 07-AM,227.83
2020-03-05 06-AM,228.42
2020-03-05 05-AM,228.85
2020-03-05 04-AM,226.68
2020-03-05 03-AM,226.38
2020-03-05 02-AM,227.43
2020-03-05 01-AM,226.88
2020-03-05 12-AM,226.49
2020-03-04 11-PM,224.26
2020-03-04 10-PM,223.23
2020-03-04 09-PM,222.64
2020-03-04 08-PM,221.54
2020-03-04 07-PM,222.41
2020-03-04 06-PM,222.25
2020-03-04 05-PM,222.97
2020-03-04 04-PM,222.84
2020-03-04 03-PM,221.71
2020-03-04 02-PM,222.92
2020-03-04 01-PM,224.46
2020-03-04 12-PM,222.78
2020-03-04 11-AM,223.25
2020-03-04 10-AM,225.46
2020-03-04 09-AM,225.46
2020-03-04 08-AM,226.55
2020-03-04 07-AM,226.64
2020-03-04 06-AM,224.94
2020-03-04 05-AM,226.39
2020-03-04 04-AM,227.52
2020-03-04 03-AM,226.03
2020-03-04 02-AM,227.17
2020-03-04 01-AM,227.45
2020-03-04 12-AM,225.11
2020-03-03 11-PM,223.91
2020-03-03 10-PM,224.4
2020-03-03 09-PM,223.82
2020-03-03 08-PM,222.38
2020-03-03 07-PM,223.66
2020-03-03 06-PM,223.17
2020-03-03 05-PM,222.78
2020-03-03 04-PM,221.92
2020-03-03 03-PM,224.55
2020-03-03 02-PM,224.9
2020-03-03 01-PM,228.58
2020-03-03 12-PM,228.43
2020-03-03 11-AM,231.12
2020-03-03 10-AM,229.36
2020-03-03 09-AM,228.92
2020-03-03 08-AM,226.84
2020-03-03 07-AM,226.77
2020-03-03 06-AM,226.99
2020-03-03 05-AM,229.95
2020-03-03 04-AM,229.6
2020-03-03 03-AM,231.55
2020-03-03 02-AM,230.01
2020-03-03 01-AM,228.15
2020-03-03 12-AM,228.05
2020-03-02 11-PM,231.97
2020-03-02 10-PM,230.55
2020-03-02 09-PM,232.78
2020-03-02 08-PM,231.91
2020-03-02 07-PM,232.08
2020-03-02 06-PM,231.48
2020-03-02 05-PM,231.5
2020-03-02 04-PM,231.79
2020-03-02 03-PM,228.36
2020-03-02 02-PM,227.73
2020-03-02 01-PM,227.26
2020-03-02 12-PM,224.06
2020-03-02 11-AM,224.7
2020-03-02 10-AM,223.79
2020-03-02 09-AM,222.65
2020-03-02 08-AM,221.81
2020-03-02 07-AM,220.01
2020-03-02 06-AM,220.77
2020-03-02 05-AM,221.42
2020-03-02 04-AM,221.1
2020-03-02 03-AM,218.8
2020-03-02 02-AM,221.19
2020-03-02 01-AM,219.12
2020-03-02 12-AM,218.92
2020-03-01 11-PM,217.81
2020-03-01 10-PM,218.97
2020-03-01 09-PM,215.22
2020-03-01 08-PM,214.52
2020-03-01 07-PM,216.34
2020-03-01 06-PM,212.95
2020-03-01 05-PM,215.99
2020-03-01 04-PM,217.56
2020-03-01 03-PM,220.38
2020-03-01 02-PM,220.42
2020-03-01 01-PM,222.3
2020-03-01 12-PM,221.64
2020-03-01 11-AM,224.3
2020-03-01 10-AM,221.18
2020-03-01 09-AM,219.18
2020-03-01 08-AM,219.71
2020-03-01 07-AM,220.01
2020-03-01 06-AM,220.34
2020-03-01 05-AM,222.5
2020-03-01 04-AM,222.45
2020-03-01 03-AM,223.6
2020-03-01 02-AM,223.37
2020-03-01 01-AM,223.6
2020-03-01 12-AM,218.36
2020-02-29 11-PM,217.21
2020-02-29 10-PM,223.36
2020-02-29 09-PM,223.55
2020-02-29 08-PM,224.59
2020-02-29 07-PM,225.17
2020-02-29 06-PM,224.83
2020-02-29 05-PM,225.29
2020-02-29 04-PM,222.43
2020-02-29 03-PM,223.93
2020-02-29 02-PM,223.06
2020-02-29 01-PM,224.23
2020-02-29 12-PM,225.14
2020-02-29 11-AM,226.14
2020-02-29 10-AM,222.71
2020-02-29 09-AM,225.49
2020-02-29 08-AM,228.57
2020-02-29 07-AM,229.18
2020-02-29 06-AM,228.22
2020-02-29 05-AM,231.97
2020-02-29 04-AM,231.67
2020-02-29 03-AM,230.01
2020-02-29 02-AM,228.94
2020-02-29 01-AM,227.03
2020-02-29 12-AM,229.41
2020-02-28 11-PM,226.76
2020-02-28 10-PM,229.66
2020-02-28 09-PM,225.78
2020-02-28 08-PM,223.44
2020-02-28 07-PM,222.56
2020-02-28 06-PM,221.59
2020-02-28 05-PM,222.86
2020-02-28 04-PM,223.88
2020-02-28 03-PM,227.28
2020-02-28 02-PM,224.41
2020-02-28 01-PM,223.58
2020-02-28 12-PM,217.85
2020-02-28 11-AM,220.57
2020-02-28 10-AM,221.34
2020-02-28 09-AM,219.46
2020-02-28 08-AM,223.6
2020-02-28 07-AM,223.97
2020-02-28 06-AM,225.98
2020-02-28 05-AM,227.26
2020-02-28 04-AM,228.93
2020-02-28 03-AM,229.77
2020-02-28 02-AM,232
2020-02-28 01-AM,233.01
2020-02-28 12-AM,230.35
2020-02-27 11-PM,227.79
2020-02-27 10-PM,228.88
2020-02-27 09-PM,226.52
2020-02-27 08-PM,232.66
2020-02-27 07-PM,234.89
2020-02-27 06-PM,233.76
2020-02-27 05-PM,235.79
2020-02-27 04-PM,236.5
2020-02-27 03-PM,231.01
2020-02-27 02-PM,229.9
2020-02-27 01-PM,228.92
2020-02-27 12-PM,226.95
2020-02-27 11-AM,226.69
2020-02-27 10-AM,227.99
2020-02-27 09-AM,223.81
2020-02-27 08-AM,228.02
2020-02-27 07-AM,225.43
2020-02-27 06-AM,223.82
2020-02-27 05-AM,221.33
2020-02-27 04-AM,218.12
2020-02-27 03-AM,218.85
2020-02-27 02-AM,217.1
2020-02-27 01-AM,218.31
2020-02-27 12-AM,216.48
2020-02-26 11-PM,223.93
2020-02-26 10-PM,225.43
2020-02-26 09-PM,223.76
2020-02-26 08-PM,228.25
2020-02-26 07-PM,229.73
2020-02-26 06-PM,232.01
2020-02-26 05-PM,222.52
2020-02-26 04-PM,222.13
2020-02-26 03-PM,226.35
2020-02-26 02-PM,231.58
2020-02-26 01-PM,234.49
2020-02-26 12-PM,240.91
2020-02-26 11-AM,235.64
2020-02-26 10-AM,237.8
2020-02-26 09-AM,235.53
2020-02-26 08-AM,238.71
2020-02-26 07-AM,237.93
2020-02-26 06-AM,241.83
2020-02-26 05-AM,240.9
2020-02-26 04-AM,240.58
2020-02-26 03-AM,239.01
2020-02-26 02-AM,240.14
2020-02-26 01-AM,240
2020-02-26 12-AM,246.86
2020-02-25 11-PM,246.67
2020-02-25 10-PM,251.96
2020-02-25 09-PM,250.59
2020-02-25 08-PM,248.72
2020-02-25 07-PM,250.4
2020-02-25 06-PM,251.85
2020-02-25 05-PM,249.13
2020-02-25 04-PM,247.08
2020-02-25 03-PM,252.19
2020-02-25 02-PM,253.72
2020-02-25 01-PM,259.1
2020-02-25 12-PM,261.15
2020-02-25 11-AM,262.51
2020-02-25 10-AM,258.72
2020-02-25 09-AM,259.11
2020-02-25 08-AM,258.39
2020-02-25 07-AM,257.69
2020-02-25 06-AM,258.2
2020-02-25 05-AM,259.7
2020-02-25 04-AM,261.2
2020-02-25 03-AM,261.7
2020-02-25 02-AM,263.26
2020-02-25 01-AM,262.02
