Date,Price
2017-09-17 06-PM,3690.02
2017-09-17 07-AM,3563.05
2017-09-17 07-PM,3715.02
2017-09-17 08-AM,3559
2017-09-17 08-PM,3720
2017-09-17 09-AM,3535.01
2017-09-17 09-PM,3690
2017-09-17 10-AM,3549.98
2017-09-17 10-PM,3720
2017-09-17 11-AM,3577.44
2017-09-17 11-PM,3720
2017-09-17 12-AM,3714.95
2017-09-17 12-PM,3499.03
2017-09-18 01-AM,3731.01
2017-09-18 01-PM,4040.01
2017-09-18 02-AM,3740
2017-09-18 02-PM,4090
2017-09-18 03-AM,3845.78
2017-09-18 03-PM,3988.01
2017-09-18 04-AM,3830
2017-09-18 04-PM,4030.33
2017-09-18 05-AM,3769.06
2017-09-18 05-PM,3969.52
2017-09-18 06-AM,3850.02
2017-09-18 06-PM,3951.3
2017-09-18 07-AM,3950.01
2017-09-18 07-PM,3980.99
2017-09-18 08-AM,3950.32
2017-09-18 08-PM,3969.48
2017-09-18 09-AM,3950.32
2017-09-18 09-PM,3951.5
2017-09-18 10-AM,3906
2017-09-18 10-PM,4047.53
2017-09-18 11-AM,3931.23
2017-09-18 11-PM,4030.1
2017-09-18 12-AM,3699.99
2017-09-18 12-PM,3929.33
2017-09-19 01-AM,3985.05
2017-09-19 01-PM,4016.26
2017-09-19 02-AM,3969.11
2017-09-19 02-PM,3930
2017-09-19 03-AM,3961
2017-09-19 03-PM,3946.37
2017-09-19 04-AM,3971.02
2017-09-19 04-PM,3965.01
2017-09-19 05-AM,3915.52
2017-09-19 05-PM,3961.9
2017-09-19 06-AM,3860
2017-09-19 06-PM,3960.01
2017-09-19 07-AM,3964.92
2017-09-19 07-PM,3960
2017-09-19 08-AM,3936.28
2017-09-19 08-PM,3890.01
2017-09-19 09-AM,3932.02
2017-09-19 09-PM,3842.04
2017-09-19 10-AM,3940.2
2017-09-19 10-PM,3848.01
2017-09-19 11-AM,4000
2017-09-19 11-PM,3882.71
2017-09-19 12-AM,4035.01
2017-09-19 12-PM,3969.01
2017-09-20 01-AM,3875
2017-09-20 01-PM,3912.16
2017-09-20 02-AM,3850.5
2017-09-20 02-PM,3992.02
2017-09-20 03-AM,3875.38
2017-09-20 03-PM,4012.98
2017-09-20 04-AM,3875.93
2017-09-20 04-PM,4005
2017-09-20 05-AM,3849.98
2017-09-20 05-PM,4016.98
2017-09-20 06-AM,3851
2017-09-20 06-PM,4008.49
2017-09-20 07-AM,3950
2017-09-20 07-PM,4015.99
2017-09-20 08-AM,3913.89
2017-09-20 08-PM,3962.93
2017-09-20 09-AM,3944.8
2017-09-20 09-PM,3988.32
2017-09-20 10-AM,3927.86
2017-09-20 10-PM,3960
2017-09-20 11-AM,3928.35
2017-09-20 11-PM,3968.58
2017-09-20 12-AM,3910.04
2017-09-20 12-PM,3927.77
2017-09-21 01-AM,3830
2017-09-21 01-PM,3858.08
2017-09-21 02-AM,3835.67
2017-09-21 02-PM,3856.67
2017-09-21 03-AM,3868
2017-09-21 03-PM,3782.55
2017-09-21 04-AM,3827.66
2017-09-21 04-PM,3727.44
